example_id,metadata,relation_type,entity_1,entity_2,content,tagged_sentence
ec2e84a5-89bc-4c16-9a55-1965efd13981,{'ID': '167_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,this,above the cavity closure or barrier,"Wall insulation should be installed to the top of the wall plate; in some places, such as the eaves, this may be above the cavity closure or barrier.","Wall insulation should be installed to the top of the wall plate; in some places, such as the eaves, <e1>this</e1> may be <e2>above the cavity closure or barrier</e2>."
ec381965-2539-4bd6-9260-e667b4746a3a,{'ID': '4_UK_DocD_ToxicSubstances'},necessity,formaldehyde fumes,not penetrate to occupied parts of buildings to an extent which would give rise to an irritant concentration,To reduce the risks to the health of persons in buildings formaldehyde fumes given off by urea formaldehyde foams should not penetrate to occupied parts of buildings to an extent which would give rise to an irritant concentration.,To reduce the risks to the health of persons in buildings <e1>formaldehyde fumes</e1> given off by urea formaldehyde foams should <e2>not penetrate to occupied parts of buildings to an extent which would give rise to an irritant concentration</e2>.
ec419055-6ed3-4dac-9879-748e2d365a26,{'ID': '180_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,holes,small as possible,"Internal building services: where services penetrate the air barrier, holes should be as small as possible and should be core drilled to limit damage.","Internal building services: where services penetrate the air barrier, <e1>holes</e1> should be as <e2>small as possible</e2> and should be core drilled to limit damage."
ec419055-6ed3-4dac-9879-748e2d365a26,{'ID': '180_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,holes,core drilled to limit damage,"Internal building services: where services penetrate the air barrier, holes should be as small as possible and should be core drilled to limit damage.","Internal building services: where services penetrate the air barrier, <e1>holes</e1> should be as small as possible and should be <e2>core drilled to limit damage</e2>."
eccc60e7-3d76-46c0-a9d9-e398bf3e475a,{'ID': '71_UK_DocF_V1_Ventilation'},necessity,part,considered separately,The part of the dwelling above ground level should be considered separately.,The <e1>part</e1> of the dwelling above ground level should be <e2>considered separately</e2>.
eccd4f77-ef4a-41fd-a22a-620c84fdddd4,{'ID': '98_UK_DocM_V1_AccessAndUseOfBuildings'},greater-equal,400mm,one side,There is a minimum of 400mm of worktop to at least one side of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,There is a minimum of <e1>400mm</e1> of worktop to at least <e2>one side</e2> of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).
ed2cca4a-50f7-470d-9752-dd8722385a24,{'ID': '80_Finnish_SafetyOfUse'},necessity,restrictors,windows,"In dwellings and other premises that are used by children, restrictors must be installed on windows and other openings where there may be a danger of falling, and these must be such that they limit the easy opening of the window to 100 millimetres.","In dwellings and other premises that are used by children, <e1>restrictors</e1> must be installed on <e2>windows</e2> and other openings where there may be a danger of falling, and these must be such that they limit the easy opening of the window to 100 millimetres."
ed2cca4a-50f7-470d-9752-dd8722385a24,{'ID': '80_Finnish_SafetyOfUse'},necessity,restrictors,openings,"In dwellings and other premises that are used by children, restrictors must be installed on windows and other openings where there may be a danger of falling, and these must be such that they limit the easy opening of the window to 100 millimetres.","In dwellings and other premises that are used by children, <e1>restrictors</e1> must be installed on windows and other <e2>openings</e2> where there may be a danger of falling, and these must be such that they limit the easy opening of the window to 100 millimetres."
ed2cca4a-50f7-470d-9752-dd8722385a24,{'ID': '80_Finnish_SafetyOfUse'},necessity,these,limit the easy opening of the window to 100 millimetres,"In dwellings and other premises that are used by children, restrictors must be installed on windows and other openings where there may be a danger of falling, and these must be such that they limit the easy opening of the window to 100 millimetres.","In dwellings and other premises that are used by children, restrictors must be installed on windows and other openings where there may be a danger of falling, and <e1>these</e1> must be such that they <e2>limit the easy opening of the window to 100 millimetres</e2>."
ee0c8c7c-c65e-4403-92e6-628fd680f3bf,{'ID': '30_UK_DocQ_Security_Dwellings'},greater-equal,15mm,thick,Any panel within the doorset should be at least 15mm thick.,Any panel within the doorset should be at least <e1>15mm</e1> <e2>thick</e2>.
eeb4239f-3819-475c-ad20-756bed80c4ff,{'ID': '151_Finnish_EnergyEfficiency'},equal,annual efficiency of heat recovery from ventilation extract air,55,"In reference heat loss calculations, the value used as the annual efficiency of heat recovery from ventilation extract air of the buildings ventilation system shall be 55.","In reference heat loss calculations, the value used as the <e1>annual efficiency of heat recovery from ventilation extract air</e1> of the buildings ventilation system shall be <e2>55</e2>."
eefe1191-2903-4fb8-9138-6471e09fb67d,{'ID': '53_UK_DocO_Overheating'},greater,internal temperature,23C,The internal temperature exceeds 23C at 11pm.,The <e1>internal temperature</e1> exceeds <e2>23C</e2> at 11pm.
ef4ec541-e1a7-47d4-9a83-94715d8900ba,{'ID': '89_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},greater-equal,one,parking spaces,"Where one or more parking spaces are within a covered car park, the requirement to install electric vehicle charge points should be met by installing charge points in parking spaces that are not within a covered car park.","Where <e1>one</e1> or more <e2>parking spaces</e2> are within a covered car park, the requirement to install electric vehicle charge points should be met by installing charge points in parking spaces that are not within a covered car park."
ef4ec541-e1a7-47d4-9a83-94715d8900ba,{'ID': '89_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},necessity,requirement,met by installing charge points in parking spaces that are not within a covered car park,"Where one or more parking spaces are within a covered car park, the requirement to install electric vehicle charge points should be met by installing charge points in parking spaces that are not within a covered car park.","Where one or more parking spaces are within a covered car park, the <e1>requirement</e1> to install electric vehicle charge points should be <e2>met by installing charge points in parking spaces that are not within a covered car park</e2>."
ef4f54b6-1099-4404-9fa2-d0c0d5e55543,{'ID': '64_UK_DocL_V1_ConsrvationOfFuelAndPower'},less-equal,dwelling primary energy rate,target primary energy rate,The dwelling primary energy rate must not exceed the individual dwellings target primary energy rate.,The <e1>dwelling primary energy rate</e1> must not exceed the individual dwellings <e2>target primary energy rate</e2>.
ef561e39-db90-462c-8dde-15fbeae954e5,{'ID': '50_Finnish_SafetyOfUse'},necessity,cube,pass between the upper edge of the barrier and the protective part,A cube with edges of no more than 200 millimetres may pass between the upper edge of the barrier and the protective part.,A <e1>cube</e1> with edges of no more than 200 millimetres may <e2>pass between the upper edge of the barrier and the protective part</e2>.
ef561e39-db90-462c-8dde-15fbeae954e5,{'ID': '50_Finnish_SafetyOfUse'},less-equal,edges,200 millimetres,A cube with edges of no more than 200 millimetres may pass between the upper edge of the barrier and the protective part.,A cube with <e1>edges</e1> of no more than <e2>200 millimetres</e2> may pass between the upper edge of the barrier and the protective part.
ef9dc94d-b79c-4fba-897a-eed2b90084b2,{'ID': '150_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,Thermal bridging,reasonably limited,"Thermal bridging, including at the party wall, should be reasonably limited.","<e1>Thermal bridging</e1>, including at the party wall, should be <e2>reasonably limited</e2>."
efd2d371-97de-4d5e-af06-e404ff71f316,{'ID': '91_Finnish_EnergyEfficiency'},necessity,impact,taken into account in heat loss calculations,The impact of the ground and crawl space on heat loss shall be taken into account in heat loss calculations.,The <e1>impact</e1> of the ground and crawl space on heat loss shall be <e2>taken into account in heat loss calculations</e2>.
efe27c3d-80a8-4999-9310-77160105fe37,{'ID': '91_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,building emission rate,calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround,"Instead, the building primary energy rate and building emission rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.","Instead, the building primary energy rate and <e1>building emission rate</e1> should be <e2>calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround</e2>."
efe27c3d-80a8-4999-9310-77160105fe37,{'ID': '91_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,building primary energy rate,calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround,"Instead, the building primary energy rate and building emission rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.","Instead, the <e1>building primary energy rate</e1> and building emission rate should be <e2>calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround</e2>."
efe70fd9-5cdd-4586-9ebc-73c2960b1e00,{'ID': '120_Finnish_FireSafety'},necessity,it,devices that will close the door in the event of fire,"If a fire door is kept open in normal use, it shall be equipped with devices that will close the door in the event of fire.","If a fire door is kept open in normal use, <e1>it</e1> shall be equipped with <e2>devices that will close the door in the event of fire</e2>."
eff9dd2f-007f-4caf-bb2e-3ff65db910b0,{'ID': '103_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,passenger lift,provided wherever possible,A passenger lift is the most suitable means of vertical access and should be provided wherever possible.,A <e1>passenger lift</e1> is the most suitable means of vertical access and should be <e2>provided wherever possible</e2>.
f009a781-0ced-408d-b3d1-6ae7a848012e,{'ID': '31_Finnish_SafetyOfUse'},necessity,landings,sufficiently spacious,"The landings in the indoor and outdoor areas of a building must be safe, sufficiently spacious and suitable for their purpose.","The <e1>landings</e1> in the indoor and outdoor areas of a building must be safe, <e2>sufficiently spacious</e2> and suitable for their purpose."
